service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
i-tr497_39,20260831,20260906,1,1,1,1,1,0,0
i-tr497_4,20251229,20260104,1,1,1,0,1,0,0
i-tr497_40,20260907,20260913,1,1,1,1,1,0,0
i-tr497_41,20260914,20260920,1,1,1,1,1,0,0
i-tr497_42,20260921,20260927,1,1,1,1,1,0,0
i-tr497_43,20260928,20261004,1,1,1,1,1,0,0
i-tr497_44,20261005,20261011,1,1,1,1,1,0,0
i-tr497_45,20261012,20261018,1,1,1,1,1,0,0
i-tr497_46,20261019,20261025,1,1,1,1,1,0,0
i-tr497_47,20261026,20261101,1,1,1,1,1,0,0
i-tr497_48,20261102,20261108,1,1,1,1,1,0,0
i-tr497_49,20261109,20261115,1,1,1,1,1,0,0
i-tr497_5,20260105,20260111,1,0,1,1,1,0,0
i-tr497_50,20261116,20261122,1,1,0,1,1,0,0
i-tr497_51,20261123,20261129,1,1,1,1,1,0,0
i-tr497_52,20261130,20261206,1,1,1,1,1,0,0
i-tr497_53,20261207,20261213,1,1,1,1,1,0,0
i-tr497_6,20260112,20260118,1,1,1,1,1,0,0
i-tr497_7,20260119,20260125,1,1,1,1,1,0,0
i-tr497_8,20260126,20260201,1,1,1,1,1,0,0
i-tr497_9,20260202,20260208,1,1,1,1,1,0,0
i-tr498_1,20251208,20251214,0,0,0,0,0,0,1
i-tr498_10,20260209,20260215,1,1,1,1,1,1,1
i-tr498_11,20260216,20260222,1,1,1,1,1,1,1
i-tr498_12,20260223,20260301,1,1,1,1,1,1,1
i-tr498_13,20260302,20260308,1,1,1,1,1,1,1
i-tr498_14,20260309,20260315,1,1,1,1,1,1,1
i-tr498_15,20260316,20260322,1,1,1,1,1,1,1
i-tr498_16,20260323,20260329,1,1,1,1,1,1,1
i-tr498_17,20260330,20260405,1,1,1,1,1,1,1
i-tr498_18,20260406,20260412,1,1,1,1,1,1,1
i-tr498_19,20260413,20260419,1,1,1,1,1,1,1
i-tr498_2,20251215,20251221,1,1,1,1,1,1,1
i-tr498_20,20260420,20260426,1,1,1,1,1,1,1
i-tr498_21,20260427,20260503,1,1,1,1,1,1,1
i-tr498_22,20260504,20260510,1,1,1,1,1,1,1
i-tr498_23,20260511,20260517,1,1,1,1,1,1,1
i-tr498_24,20260518,20260524,1,1,1,1,1,1,1
i-tr498_25,20260525,20260531,1,1,1,1,1,1,1
i-tr498_26,20260601,20260607,1,1,1,1,1,1,1
i-tr498_27,20260608,20260614,1,1,1,1,1,1,1
i-tr498_28,20260615,20260621,1,1,1,1,1,1,1
i-tr498_29,20260622,20260628,1,1,1,1,1,1,1
i-tr498_3,20251222,20251228,1,1,1,1,1,1,1
i-tr498_30,20260629,20260705,1,1,1,1,1,1,1
i-tr498_31,20260706,20260712,1,1,1,1,1,1,1
i-tr498_32,20260713,20260719,1,1,1,1,1,1,1
i-tr498_33,20260720,20260726,1,1,1,1,1,1,1
i-tr498_34,20260727,20260802,1,1,1,1,1,1,1
i-tr498_35,20260803,20260809,1,1,1,1,1,1,1
i-tr498_36,20260810,20260816,1,1,1,1,1,1,1
i-tr498_37,20260817,20260823,1,1,1,1,1,1,1
i-tr498_38,20260824,20260830,1,1,1,1,1,1,1
i-tr498_39,20260831,20260906,1,1,1,1,1,1,1
i-tr498_4,20251229,20260104,1,1,1,1,1,1,1
i-tr498_40,20260907,20260913,1,1,1,1,1,1,1
i-tr498_41,20260914,20260920,1,1,1,1,1,1,1
i-tr498_42,20260921,20260927,1,1,1,1,1,1,1
i-tr498_43,20260928,20261004,1,1,1,1,1,1,1
i-tr498_44,20261005,20261011,1,1,1,1,1,1,1
i-tr498_45,20261012,20261018,1,1,1,1,1,1,1
i-tr498_46,20261019,20261025,1,1,1,1,1,1,1
i-tr498_47,20261026,20261101,1,1,1,1,1,1,1
i-tr498_48,20261102,20261108,1,1,1,1,1,1,1
i-tr498_49,20261109,20261115,1,1,1,1,1,1,1
i-tr498_5,20260105,20260111,1,1,1,1,1,1,1
i-tr498_50,20261116,20261122,1,1,1,1,1,1,1
i-tr498_51,20261123,20261129,1,1,1,1,1,1,1
i-tr498_52,20261130,20261206,1,1,1,1,1,1,1
i-tr498_53,20261207,20261213,1,1,1,1,1,1,0
i-tr498_6,20260112,20260118,1,1,1,1,1,1,1
i-tr498_7,20260119,20260125,1,1,1,1,1,1,1
i-tr498_8,20260126,20260201,1,1,1,1,1,1,1
i-tr498_9,20260202,20260208,1,1,1,1,1,1,1
i-tr499_10,20260209,20260215,1,1,1,1,1,1,0
i-tr499_11,20260216,20260222,1,1,1,1,1,1,0
i-tr499_12,20260223,20260301,1,1,1,1,1,1,0
i-tr499_13,20260302,20260308,1,1,1,1,1,1,0
i-tr499_14,20260309,20260315,1,1,1,1,1,1,0
i-tr499_15,20260316,20260322,1,1,1,1,1,1,0
i-tr499_16,20260323,20260329,1,1,1,1,1,1,0
i-tr499_17,20260330,20260405,1,1,1,1,1,1,0
i-tr499_18,20260406,20260412,0,1,1,1,1,1,0
i-tr499_19,20260413,20260419,1,1,1,1,1,1,0
i-tr499_2,20251215,20251221,1,1,1,1,1,1,0
i-tr499_20,20260420,20260426,1,1,1,1,1,1,0
i-tr499_21,20260427,20260503,1,1,1,1,0,1,0
i-tr499_22,20260504,20260510,1,1,1,1,1,1,0
i-tr499_23,20260511,20260517,1,1,1,1,1,1,0
i-tr499_24,20260518,20260524,1,1,1,1,1,1,0
i-tr499_25,20260525,20260531,1,1,1,1,1,0,0
i-tr499_26,20260601,20260607,1,1,1,0,1,1,0
i-tr499_27,20260608,20260614,1,1,1,1,1,1,0
i-tr499_28,20260615,20260621,1,1,1,1,1,1,0
i-tr499_29,20260622,20260628,0,1,1,1,1,1,0
i-tr499_3,20251222,20251228,1,1,1,0,0,1,0
i-tr499_30,20260629,20260705,1,1,1,1,1,1,0
i-tr499_31,20260706,20260712,1,1,1,1,1,1,0
i-tr499_32,20260713,20260719,1,1,1,1,1,1,0
i-tr499_33,20260720,20260726,1,1,1,1,1,1,0
i-tr499_34,20260727,20260802,1,1,1,1,1,1,0
i-tr499_35,20260803,20260809,1,1,0,1,1,1,0
i-tr499_36,20260810,20260816,1,1,1,1,1,0,0
i-tr499_37,20260817,20260823,1,1,1,1,1,1,0
i-tr499_38,20260824,20260830,1,1,1,1,1,1,0
i-tr499_39,20260831,20260906,1,1,1,1,1,1,0
i-tr499_4,20251229,20260104,1,1,1,0,1,1,0
i-tr499_40,20260907,20260913,1,1,1,1,1,1,0
i-tr499_41,20260914,20260920,1,1,1,1,1,1,0
i-tr499_42,20260921,20260927,1,1,1,1,1,1,0
i-tr499_43,20260928,20261004,1,1,1,1,1,1,0
i-tr499_44,20261005,20261011,1,1,1,1,1,1,0
i-tr499_45,20261012,20261018,1,1,1,1,1,1,0
i-tr499_46,20261019,20261025,1,1,1,1,1,1,0
i-tr499_47,20261026,20261101,1,1,1,1,1,1,0
i-tr499_48,20261102,20261108,1,1,1,1,1,1,0
i-tr499_49,20261109,20261115,1,1,1,1,1,1,0
i-tr499_5,20260105,20260111,1,0,1,1,1,1,0
i-tr499_50,20261116,20261122,1,1,0,1,1,1,0
i-tr499_51,20261123,20261129,1,1,1,1,1,1,0
i-tr499_52,20261130,20261206,1,1,1,1,1,1,0
i-tr499_53,20261207,20261213,1,1,1,1,1,1,0
i-tr499_6,20260112,20260118,1,1,1,1,1,1,0
i-tr499_7,20260119,20260125,1,1,1,1,1,1,0
i-tr499_8,20260126,20260201,1,1,1,1,1,1,0
i-tr499_9,20260202,20260208,1,1,1,1,1,1,0
i-tr5_1,20251208,20251214,0,0,0,0,0,0,1
i-tr5_10,20260209,20260215,1,1,1,1,1,1,1
i-tr5_11,20260216,20260222,1,1,1,1,1,1,1
i-tr5_12,20260223,20260301,1,1,1,1,1,1,1
i-tr5_13,20260302,20260308,1,1,1,1,1,1,1
i-tr5_14,20260309,20260315,1,1,1,1,1,1,1
i-tr5_15,20260316,20260322,1,1,1,1,1,1,1
i-tr5_16,20260323,20260329,1,1,1,1,1,1,1
i-tr5_17,20260330,20260405,1,1,1,1,1,1,1
i-tr5_18,20260406,20260412,1,1,1,1,1,1,1
i-tr5_19,20260413,20260419,1,1,1,1,1,1,1
i-tr5_2,20251215,20251221,1,1,1,1,1,1,1
i-tr5_20,20260420,20260426,1,1,1,1,1,1,1
i-tr5_21,20260427,20260503,1,1,1,1,1,1,1
i-tr5_22,20260504,20260510,1,1,1,1,1,1,1
i-tr5_23,20260511,20260517,1,1,1,1,1,1,1
i-tr5_24,20260518,20260524,1,1,1,1,1,1,1
i-tr5_25,20260525,20260531,1,1,1,1,1,1,1
i-tr5_26,20260601,20260607,1,1,1,1,1,1,1
i-tr5_27,20260608,20260614,1,1,1,1,1,1,1
i-tr5_28,20260615,20260621,1,1,1,1,1,1,1
i-tr5_29,20260622,20260628,1,1,1,1,1,1,1
i-tr5_3,20251222,20251228,1,1,1,1,1,1,1
i-tr5_30,20260629,20260705,1,1,1,1,1,1,1
i-tr5_31,20260706,20260712,1,1,1,1,1,1,1
i-tr5_32,20260713,20260719,1,1,1,1,1,1,1
i-tr5_33,20260720,20260726,1,1,1,1,1,1,1
i-tr5_34,20260727,20260802,1,1,1,1,1,1,1
i-tr5_35,20260803,20260809,1,1,1,1,1,1,1
i-tr5_36,20260810,20260816,1,1,1,1,1,1,1
i-tr5_37,20260817,20260823,1,1,1,1,1,1,1
i-tr5_38,20260824,20260830,1,1,1,1,1,1,1
i-tr5_39,20260831,20260906,1,1,1,1,1,1,1
i-tr5_4,20251229,20260104,1,1,1,1,1,1,1
i-tr5_40,20260907,20260913,1,1,1,1,1,1,1
i-tr5_41,20260914,20260920,1,1,1,1,1,1,1
i-tr5_42,20260921,20260927,1,1,1,1,1,1,1
i-tr5_43,20260928,20261004,1,1,1,1,1,1,1
i-tr5_44,20261005,20261011,1,1,1,1,1,1,1
i-tr5_45,20261012,20261018,1,1,1,1,1,1,1
i-tr5_46,20261019,20261025,1,1,1,1,1,1,1
i-tr5_47,20261026,20261101,1,1,1,1,1,1,1
i-tr5_48,20261102,20261108,1,1,1,1,1,1,1
i-tr5_49,20261109,20261115,1,1,1,1,1,1,1
i-tr5_5,20260105,20260111,1,1,1,1,1,1,1
i-tr5_50,20261116,20261122,1,1,1,1,1,1,1
i-tr5_51,20261123,20261129,1,1,1,1,1,1,1
i-tr5_52,20261130,20261206,1,1,1,1,1,1,1
i-tr5_53,20261207,20261213,1,1,1,1,1,1,0
i-tr5_6,20260112,20260118,1,1,1,1,1,1,1
i-tr5_7,20260119,20260125,1,1,1,1,1,1,1
i-tr5_8,20260126,20260201,1,1,1,1,1,1,1
i-tr5_9,20260202,20260208,1,1,1,1,1,1,1
i-tr500_10,20260209,20260215,1,1,1,1,1,0,0
i-tr500_11,20260216,20260222,1,1,1,1,1,0,0
i-tr500_12,20260223,20260301,1,1,1,1,1,0,0
i-tr500_13,20260302,20260308,1,1,1,1,1,0,0
i-tr500_14,20260309,20260315,1,1,1,1,1,0,0
i-tr500_15,20260316,20260322,1,1,1,1,1,0,0
i-tr500_16,20260323,20260329,1,1,1,1,1,0,0
i-tr500_17,20260330,20260405,1,1,1,1,1,0,0
i-tr500_18,20260406,20260412,0,1,1,1,1,0,0
i-tr500_19,20260413,20260419,1,1,1,1,1,0,0
i-tr500_2,20251215,20251221,1,1,1,1,1,0,0
i-tr500_20,20260420,20260426,1,1,1,1,1,0,0
i-tr500_21,20260427,20260503,1,1,1,1,0,0,0
i-tr500_22,20260504,20260510,1,1,1,1,1,0,0
i-tr500_23,20260511,20260517,1,1,1,1,1,0,0
i-tr500_24,20260518,20260524,1,1,1,1,1,0,0
i-tr500_25,20260525,20260531,1,1,1,1,1,0,0
i-tr500_26,20260601,20260607,1,1,1,0,1,0,0
i-tr500_27,20260608,20260614,1,1,1,1,1,0,0
i-tr500_3,20251222,20251228,1,1,1,0,0,0,0
i-tr500_4,20251229,20260104,1,1,1,0,1,0,0
i-tr500_40,20260907,20260913,1,1,1,1,1,0,0
i-tr500_41,20260914,20260920,1,1,1,1,1,0,0
i-tr500_42,20260921,20260927,1,1,1,1,1,0,0
i-tr500_43,20260928,20261004,1,1,1,1,1,0,0
i-tr500_44,20261005,20261011,1,1,1,1,1,0,0
i-tr500_45,20261012,20261018,1,1,1,1,1,0,0
i-tr500_46,20261019,20261025,1,1,1,1,1,0,0
i-tr500_47,20261026,20261101,1,1,1,1,1,0,0
i-tr500_48,20261102,20261108,1,1,1,1,1,0,0
i-tr500_49,20261109,20261115,1,1,1,1,1,0,0
i-tr500_5,20260105,20260111,1,0,1,1,1,0,0
i-tr500_50,20261116,20261122,1,1,0,1,1,0,0
i-tr500_51,20261123,20261129,1,1,1,1,1,0,0
i-tr500_52,20261130,20261206,1,1,1,1,1,0,0
i-tr500_53,20261207,20261213,1,1,1,1,1,0,0
i-tr500_6,20260112,20260118,1,1,1,1,1,0,0
i-tr500_7,20260119,20260125,1,1,1,1,1,0,0
i-tr500_8,20260126,20260201,1,1,1,1,1,0,0
i-tr500_9,20260202,20260208,1,1,1,1,1,0,0
i-tr501_10,20260209,20260215,1,1,1,1,1,0,0
i-tr501_11,20260216,20260222,1,1,1,1,1,0,0
i-tr501_12,20260223,20260301,1,1,1,1,1,0,0
i-tr501_13,20260302,20260308,1,1,1,1,1,0,0
i-tr501_14,20260309,20260315,1,1,1,1,1,0,0
i-tr501_15,20260316,20260322,1,1,1,1,1,0,0
i-tr501_16,20260323,20260329,1,1,1,1,1,0,0
i-tr501_17,20260330,20260405,1,1,1,1,1,0,0
i-tr501_18,20260406,20260412,0,1,1,1,1,0,0
i-tr501_19,20260413,20260419,1,1,1,1,1,0,0
i-tr501_2,20251215,20251221,1,1,1,1,1,0,0
i-tr501_20,20260420,20260426,1,1,1,1,1,0,0
i-tr501_21,20260427,20260503,1,1,1,1,0,0,0
i-tr501_22,20260504,20260510,1,1,1,1,1,0,0
i-tr501_23,20260511,20260517,1,1,1,1,1,0,0
i-tr501_24,20260518,20260524,1,1,1,1,1,0,0
i-tr501_25,20260525,20260531,1,1,1,1,1,0,0
i-tr501_26,20260601,20260607,1,1,1,0,1,0,0
i-tr501_27,20260608,20260614,1,1,1,1,1,0,0
i-tr501_28,20260615,20260621,1,1,1,1,1,0,0
i-tr501_29,20260622,20260628,0,1,1,1,1,0,0
i-tr501_3,20251222,20251228,1,1,1,0,0,0,0
i-tr501_30,20260629,20260705,1,1,1,1,1,0,0
i-tr501_31,20260706,20260712,1,1,1,1,1,0,0
i-tr501_32,20260713,20260719,1,1,1,1,1,0,0
i-tr501_33,20260720,20260726,1,1,1,1,1,0,0
i-tr501_34,20260727,20260802,1,1,1,1,1,0,0
i-tr501_35,20260803,20260809,1,1,0,1,1,0,0
i-tr501_36,20260810,20260816,1,1,1,1,1,0,0
i-tr501_37,20260817,20260823,1,1,1,1,1,0,0
i-tr501_38,20260824,20260830,1,1,1,1,1,0,0
i-tr501_39,20260831,20260906,1,1,1,1,1,0,0
i-tr501_4,20251229,20260104,1,1,1,0,1,0,0
i-tr501_40,20260907,20260913,1,1,1,1,1,0,0
i-tr501_41,20260914,20260920,1,1,1,1,1,0,0
i-tr501_42,20260921,20260927,1,1,1,1,1,0,0
i-tr501_43,20260928,20261004,1,1,1,1,1,0,0
i-tr501_44,20261005,20261011,1,1,1,1,1,0,0
i-tr501_45,20261012,20261018,1,1,1,1,1,0,0
i-tr501_46,20261019,20261025,1,1,1,1,1,0,0
i-tr501_47,20261026,20261101,1,1,1,1,1,0,0
i-tr501_48,20261102,20261108,1,1,1,1,1,0,0
i-tr501_49,20261109,20261115,1,1,1,1,1,0,0
i-tr501_5,20260105,20260111,1,0,1,1,1,0,0
i-tr501_50,20261116,20261122,1,1,0,1,1,0,0
i-tr501_51,20261123,20261129,1,1,1,1,1,0,0
i-tr501_52,20261130,20261206,1,1,1,1,1,0,0
i-tr501_53,20261207,20261213,1,1,1,1,1,0,0
i-tr501_6,20260112,20260118,1,1,1,1,1,0,0
i-tr501_7,20260119,20260125,1,1,1,1,1,0,0
i-tr501_8,20260126,20260201,1,1,1,1,1,0,0
i-tr501_9,20260202,20260208,1,1,1,1,1,0,0
i-tr502_10,20260209,20260215,1,1,1,1,1,1,0
i-tr502_11,20260216,20260222,1,1,1,1,1,1,0
i-tr502_12,20260223,20260301,1,1,1,1,1,1,0
i-tr502_13,20260302,20260308,1,1,1,1,1,1,0
i-tr502_14,20260309,20260315,1,1,1,1,1,1,0
i-tr502_15,20260316,20260322,1,1,1,1,1,1,0
i-tr502_16,20260323,20260329,1,1,1,1,1,1,0
i-tr502_17,20260330,20260405,1,1,1,1,1,1,0
i-tr502_18,20260406,20260412,0,1,1,1,1,1,0
i-tr502_19,20260413,20260419,1,1,1,1,1,1,0
i-tr502_2,20251215,20251221,1,1,1,1,1,1,0
i-tr502_20,20260420,20260426,1,1,1,1,1,1,0
i-tr502_21,20260427,20260503,1,1,1,1,0,1,0
i-tr502_22,20260504,20260510,1,1,1,1,1,1,0
i-tr502_23,20260511,20260517,1,1,1,1,1,1,0
i-tr502_24,20260518,20260524,1,1,1,1,1,1,0
i-tr502_25,20260525,20260531,1,1,1,1,1,0,0
i-tr502_26,20260601,20260607,1,1,1,0,1,1,0
i-tr502_27,20260608,20260614,1,1,1,1,1,1,0
i-tr502_28,20260615,20260621,1,1,1,1,1,1,0
i-tr502_29,20260622,20260628,0,1,1,1,1,1,0
i-tr502_3,20251222,20251228,1,1,1,0,0,1,0
i-tr502_30,20260629,20260705,1,1,1,1,1,1,0
i-tr502_31,20260706,20260712,1,1,1,1,1,1,0
i-tr502_32,20260713,20260719,1,1,1,1,1,1,0
i-tr502_33,20260720,20260726,1,1,1,1,1,1,0
i-tr502_34,20260727,20260802,1,1,1,1,1,1,0
i-tr502_35,20260803,20260809,1,1,0,1,1,1,0
i-tr502_36,20260810,20260816,1,1,1,1,1,0,0
i-tr502_37,20260817,20260823,1,1,1,1,1,1,0
i-tr502_38,20260824,20260830,1,1,1,1,1,1,0
i-tr502_39,20260831,20260906,1,1,1,1,1,1,0
i-tr502_4,20251229,20260104,1,1,1,0,1,1,0
i-tr502_40,20260907,20260913,1,1,1,1,1,1,0
i-tr502_41,20260914,20260920,1,1,1,1,1,1,0
i-tr502_42,20260921,20260927,1,1,1,1,1,1,0
i-tr502_43,20260928,20261004,1,1,1,1,1,1,0
i-tr502_44,20261005,20261011,1,1,1,1,1,1,0
i-tr502_45,20261012,20261018,1,1,1,1,1,1,0
i-tr502_46,20261019,20261025,1,1,1,1,1,1,0
i-tr502_47,20261026,20261101,1,1,1,1,1,1,0
i-tr502_48,20261102,20261108,1,1,1,1,1,1,0
i-tr502_49,20261109,20261115,1,1,1,1,1,1,0
i-tr502_5,20260105,20260111,1,0,1,1,1,1,0
i-tr502_50,20261116,20261122,1,1,0,1,1,1,0
i-tr502_51,20261123,20261129,1,1,1,1,1,1,0
i-tr502_52,20261130,20261206,1,1,1,1,1,1,0
i-tr502_53,20261207,20261213,1,1,1,1,1,1,0
i-tr502_6,20260112,20260118,1,1,1,1,1,1,0
i-tr502_7,20260119,20260125,1,1,1,1,1,1,0
i-tr502_8,20260126,20260201,1,1,1,1,1,1,0
i-tr502_9,20260202,20260208,1,1,1,1,1,1,0
i-tr503_1,20251208,20251214,0,0,0,0,0,0,1
i-tr503_10,20260209,20260215,1,1,1,1,1,1,1
i-tr503_11,20260216,20260222,1,1,1,1,1,1,1
i-tr503_12,20260223,20260301,1,1,1,1,1,1,1
i-tr503_13,20260302,20260308,1,1,1,1,1,1,1
i-tr503_14,20260309,20260315,1,1,1,1,1,1,1
i-tr503_15,20260316,20260322,1,1,1,1,1,1,1
i-tr503_16,20260323,20260329,1,1,1,1,1,1,1
i-tr503_17,20260330,20260405,1,1,1,1,1,1,1
i-tr503_18,20260406,20260412,1,1,1,1,1,1,1
i-tr503_19,20260413,20260419,1,1,1,1,1,1,1
i-tr503_2,20251215,20251221,1,1,1,1,1,1,1
i-tr503_20,20260420,20260426,1,1,1,1,1,1,1
i-tr503_21,20260427,20260503,1,1,1,1,1,1,1
i-tr503_22,20260504,20260510,1,1,1,1,1,1,1
i-tr503_23,20260511,20260517,1,1,1,1,1,1,1
i-tr503_24,20260518,20260524,1,1,1,1,1,1,1
i-tr503_25,20260525,20260531,1,1,1,1,1,1,1
i-tr503_26,20260601,20260607,1,1,1,1,1,1,1
i-tr503_27,20260608,20260614,1,1,1,1,1,1,1
i-tr503_28,20260615,20260621,1,1,1,1,1,1,1
i-tr503_29,20260622,20260628,1,1,1,1,1,1,1
i-tr503_3,20251222,20251228,1,1,1,1,1,1,1
i-tr503_30,20260629,20260705,1,1,1,1,1,1,1
i-tr503_31,20260706,20260712,1,1,1,1,1,1,1
i-tr503_32,20260713,20260719,1,1,1,1,1,1,1
i-tr503_33,20260720,20260726,1,1,1,1,1,1,1
i-tr503_34,20260727,20260802,1,1,1,1,1,1,1
i-tr503_35,20260803,20260809,1,1,1,1,1,1,1
i-tr503_36,20260810,20260816,1,1,1,1,1,1,1
i-tr503_37,20260817,20260823,1,1,1,1,1,1,1
i-tr503_38,20260824,20260830,1,1,1,1,1,1,1
i-tr503_39,20260831,20260906,1,1,1,1,1,1,1
i-tr503_4,20251229,20260104,1,1,1,1,1,1,1
i-tr503_40,20260907,20260913,1,1,1,1,1,1,1
i-tr503_41,20260914,20260920,1,1,1,1,1,1,1
i-tr503_42,20260921,20260927,1,1,1,1,1,1,1
i-tr503_43,20260928,20261004,1,1,1,1,1,1,1
i-tr503_44,20261005,20261011,1,1,1,1,1,1,1
i-tr503_45,20261012,20261018,1,1,1,1,1,1,1
i-tr503_46,20261019,20261025,1,1,1,1,1,1,1
i-tr503_47,20261026,20261101,1,1,1,1,1,1,1
i-tr503_48,20261102,20261108,1,1,1,1,1,1,1
i-tr503_49,20261109,20261115,1,1,1,1,1,1,1
i-tr503_5,20260105,20260111,1,1,1,1,1,1,1
i-tr503_50,20261116,20261122,1,1,1,1,1,1,1
i-tr503_51,20261123,20261129,1,1,1,1,1,1,1
i-tr503_52,20261130,20261206,1,1,1,1,1,1,1
i-tr503_53,20261207,20261213,1,1,1,1,1,1,0
i-tr503_6,20260112,20260118,1,1,1,1,1,1,1
i-tr503_7,20260119,20260125,1,1,1,1,1,1,1
i-tr503_8,20260126,20260201,1,1,1,1,1,1,1
i-tr503_9,20260202,20260208,1,1,1,1,1,1,1
i-tr504_1,20251208,20251214,0,0,0,0,0,0,1
i-tr504_10,20260209,20260215,1,1,1,1,1,1,1
i-tr504_11,20260216,20260222,1,1,1,1,1,1,1
i-tr504_12,20260223,20260301,1,1,1,1,1,1,1
i-tr504_13,20260302,20260308,1,1,1,1,1,1,1
i-tr504_14,20260309,20260315,1,1,1,1,1,1,1
i-tr504_15,20260316,20260322,1,1,1,1,1,1,1
i-tr504_16,20260323,20260329,1,1,1,1,1,1,1
i-tr504_17,20260330,20260405,1,1,1,1,1,1,1
i-tr504_18,20260406,20260412,1,1,1,1,1,1,1
i-tr504_19,20260413,20260419,1,1,1,1,1,1,1
i-tr504_2,20251215,20251221,1,1,1,1,1,1,1
i-tr504_20,20260420,20260426,1,1,1,1,1,1,1
i-tr504_21,20260427,20260503,1,1,1,1,1,1,1
i-tr504_22,20260504,20260510,1,1,1,1,1,1,1
i-tr504_23,20260511,20260517,1,1,1,1,1,1,1
i-tr504_24,20260518,20260524,1,1,1,1,1,1,1
i-tr504_25,20260525,20260531,1,1,1,1,1,1,1
i-tr504_26,20260601,20260607,1,1,1,1,1,1,1
i-tr504_27,20260608,20260614,1,1,1,1,1,1,1
i-tr504_28,20260615,20260621,1,1,1,1,1,1,1
i-tr504_29,20260622,20260628,1,1,1,1,1,1,1
i-tr504_3,20251222,20251228,1,1,1,1,1,1,1
i-tr504_30,20260629,20260705,1,1,1,1,1,1,1
i-tr504_31,20260706,20260712,1,1,1,1,1,1,1
i-tr504_32,20260713,20260719,1,1,1,1,1,1,1
i-tr504_33,20260720,20260726,1,1,1,1,1,1,1
i-tr504_34,20260727,20260802,1,1,1,1,1,1,1
i-tr504_35,20260803,20260809,1,1,1,1,1,1,1
i-tr504_36,20260810,20260816,1,1,1,1,1,1,1
i-tr504_37,20260817,20260823,1,1,1,1,1,1,1
i-tr504_38,20260824,20260830,1,1,1,1,1,1,1
i-tr504_39,20260831,20260906,1,1,1,1,1,1,1
i-tr504_4,20251229,20260104,1,1,1,1,1,1,1
i-tr504_40,20260907,20260913,1,1,1,1,1,1,1
i-tr504_41,20260914,20260920,1,1,1,1,1,1,1
i-tr504_42,20260921,20260927,1,1,1,1,1,1,1
i-tr504_43,20260928,20261004,1,1,1,1,1,1,1
i-tr504_44,20261005,20261011,1,1,1,1,1,1,1
i-tr504_45,20261012,20261018,1,1,1,1,1,1,1
i-tr504_46,20261019,20261025,1,1,1,1,1,1,1
i-tr504_47,20261026,20261101,1,1,1,1,1,1,1
i-tr504_48,20261102,20261108,1,1,1,1,1,1,1
i-tr504_49,20261109,20261115,1,1,1,1,1,1,1
i-tr504_5,20260105,20260111,1,1,1,1,1,1,1
i-tr504_50,20261116,20261122,1,1,1,1,1,1,1
i-tr504_51,20261123,20261129,1,1,1,1,1,1,1
i-tr504_52,20261130,20261206,1,1,1,1,1,1,1
i-tr504_53,20261207,20261213,1,1,1,1,1,1,0
i-tr504_6,20260112,20260118,1,1,1,1,1,1,1
i-tr504_7,20260119,20260125,1,1,1,1,1,1,1
i-tr504_8,20260126,20260201,1,1,1,1,1,1,1
i-tr504_9,20260202,20260208,1,1,1,1,1,1,1
i-tr505_1,20251208,20251214,0,0,0,0,0,0,1
i-tr505_10,20260209,20260215,1,1,1,1,1,1,1
i-tr505_11,20260216,20260222,1,1,1,1,1,1,1
i-tr505_12,20260223,20260301,1,1,1,1,1,1,1
i-tr505_13,20260302,20260308,1,1,1,1,1,1,1
i-tr505_14,20260309,20260315,1,1,1,1,1,1,1
i-tr505_15,20260316,20260322,1,1,1,1,1,1,1
i-tr505_16,20260323,20260329,1,1,1,1,1,1,1
i-tr505_17,20260330,20260405,1,1,1,1,1,1,1
i-tr505_18,20260406,20260412,1,1,1,1,1,1,1
i-tr505_19,20260413,20260419,1,1,1,1,1,1,1
i-tr505_2,20251215,20251221,1,1,1,1,1,1,1
i-tr505_20,20260420,20260426,1,1,1,1,1,1,1
i-tr505_21,20260427,20260503,1,1,1,1,1,1,1
i-tr505_22,20260504,20260510,1,1,1,1,1,1,1
i-tr505_23,20260511,20260517,1,1,1,1,1,1,1
i-tr505_24,20260518,20260524,1,1,1,1,1,1,1
i-tr505_25,20260525,20260531,1,1,1,1,1,1,1
i-tr505_26,20260601,20260607,1,1,1,1,1,1,1
i-tr505_27,20260608,20260614,1,1,1,1,1,1,1
i-tr505_28,20260615,20260621,1,1,1,1,1,1,1
i-tr505_29,20260622,20260628,1,1,1,1,1,1,1
i-tr505_3,20251222,20251228,1,1,1,1,1,1,1
i-tr505_30,20260629,20260705,1,1,1,1,1,1,1
i-tr505_31,20260706,20260712,1,1,1,1,1,1,1
i-tr505_32,20260713,20260719,1,1,1,1,1,1,1
i-tr505_33,20260720,20260726,1,1,1,1,1,1,1
i-tr505_34,20260727,20260802,1,1,1,1,1,1,1
i-tr505_35,20260803,20260809,1,1,1,1,1,1,1
i-tr505_36,20260810,20260816,1,1,1,1,1,1,1
i-tr505_37,20260817,20260823,1,1,1,1,1,1,1
i-tr505_38,20260824,20260830,1,1,1,1,1,1,1
i-tr505_39,20260831,20260906,1,1,1,1,1,1,1
i-tr505_4,20251229,20260104,1,1,1,1,1,1,1
i-tr505_40,20260907,20260913,1,1,1,1,1,1,1
i-tr505_41,20260914,20260920,1,1,1,1,1,1,1
