service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
i-tr182_29,20260622,20260628,0,1,1,1,1,0,0
i-tr182_3,20251222,20251228,1,1,1,0,0,0,0
i-tr182_30,20260629,20260705,1,1,1,1,1,0,0
i-tr182_31,20260706,20260712,1,1,1,1,1,0,0
i-tr182_32,20260713,20260719,1,1,1,1,1,0,0
i-tr182_33,20260720,20260726,1,1,1,1,1,0,0
i-tr182_34,20260727,20260802,1,1,1,1,1,0,0
i-tr182_35,20260803,20260809,1,1,0,1,1,0,0
i-tr182_36,20260810,20260816,1,1,1,1,1,0,0
i-tr182_37,20260817,20260823,1,1,1,1,1,0,0
i-tr182_38,20260824,20260830,1,1,1,1,1,0,0
i-tr182_39,20260831,20260906,1,1,1,1,1,0,0
i-tr182_4,20251229,20260104,1,1,1,0,1,0,0
i-tr182_40,20260907,20260913,1,1,1,1,1,0,0
i-tr182_41,20260914,20260920,1,1,1,1,1,0,0
i-tr182_42,20260921,20260927,1,1,1,1,1,0,0
i-tr182_43,20260928,20261004,1,1,1,1,1,0,0
i-tr182_44,20261005,20261011,1,1,1,1,1,0,0
i-tr182_45,20261012,20261018,1,1,1,1,1,0,0
i-tr182_46,20261019,20261025,1,1,1,1,1,0,0
i-tr182_47,20261026,20261101,1,1,1,1,1,0,0
i-tr182_48,20261102,20261108,1,1,1,1,1,0,0
i-tr182_49,20261109,20261115,1,1,1,1,1,0,0
i-tr182_5,20260105,20260111,1,0,1,1,1,0,0
i-tr182_50,20261116,20261122,1,1,0,1,1,0,0
i-tr182_51,20261123,20261129,1,1,1,1,1,0,0
i-tr182_52,20261130,20261206,1,1,1,1,1,0,0
i-tr182_53,20261207,20261213,1,1,1,1,1,0,0
i-tr182_6,20260112,20260118,1,1,1,1,1,0,0
i-tr182_7,20260119,20260125,1,1,1,1,1,0,0
i-tr182_8,20260126,20260201,1,1,1,1,1,0,0
i-tr182_9,20260202,20260208,1,1,1,1,1,0,0
i-tr183_10,20260209,20260215,1,1,1,1,1,1,0
i-tr183_11,20260216,20260222,1,1,1,1,1,1,0
i-tr183_12,20260223,20260301,1,1,1,1,1,1,0
i-tr183_13,20260302,20260308,1,1,1,1,1,1,0
i-tr183_14,20260309,20260315,1,1,1,1,1,1,0
i-tr183_15,20260316,20260322,1,1,1,1,1,1,0
i-tr183_16,20260323,20260329,1,1,1,1,1,1,0
i-tr183_17,20260330,20260405,1,1,1,1,1,1,0
i-tr183_18,20260406,20260412,0,1,1,1,1,1,0
i-tr183_19,20260413,20260419,1,1,1,1,1,1,0
i-tr183_2,20251215,20251221,1,1,1,1,1,1,0
i-tr183_20,20260420,20260426,1,1,1,1,1,1,0
i-tr183_21,20260427,20260503,1,1,1,1,0,1,0
i-tr183_22,20260504,20260510,1,1,1,1,1,1,0
i-tr183_23,20260511,20260517,1,1,1,1,1,1,0
i-tr183_24,20260518,20260524,1,1,1,1,1,1,0
i-tr183_25,20260525,20260531,1,1,1,1,1,0,0
i-tr183_26,20260601,20260607,1,1,1,0,1,1,0
i-tr183_27,20260608,20260614,1,1,1,1,1,1,0
i-tr183_28,20260615,20260621,1,1,1,1,1,1,0
i-tr183_29,20260622,20260628,0,1,1,1,1,1,0
i-tr183_3,20251222,20251228,1,1,1,0,0,1,0
i-tr183_30,20260629,20260705,1,1,1,1,1,1,0
i-tr183_31,20260706,20260712,1,1,1,1,1,1,0
i-tr183_32,20260713,20260719,1,1,1,1,1,1,0
i-tr183_33,20260720,20260726,1,1,1,1,1,1,0
i-tr183_34,20260727,20260802,1,1,1,1,1,1,0
i-tr183_35,20260803,20260809,1,1,0,1,1,1,0
i-tr183_36,20260810,20260816,1,1,1,1,1,0,0
i-tr183_37,20260817,20260823,1,1,1,1,1,1,0
i-tr183_38,20260824,20260830,1,1,1,1,1,1,0
i-tr183_39,20260831,20260906,1,1,1,1,1,1,0
i-tr183_4,20251229,20260104,1,1,1,0,1,1,0
i-tr183_40,20260907,20260913,1,1,1,1,1,1,0
i-tr183_41,20260914,20260920,1,1,1,1,1,1,0
i-tr183_42,20260921,20260927,1,1,1,1,1,1,0
i-tr183_43,20260928,20261004,1,1,1,1,1,1,0
i-tr183_44,20261005,20261011,1,1,1,1,1,1,0
i-tr183_45,20261012,20261018,1,1,1,1,1,1,0
i-tr183_46,20261019,20261025,1,1,1,1,1,1,0
i-tr183_47,20261026,20261101,1,1,1,1,1,1,0
i-tr183_48,20261102,20261108,1,1,1,1,1,1,0
i-tr183_49,20261109,20261115,1,1,1,1,1,1,0
i-tr183_5,20260105,20260111,1,0,1,1,1,1,0
i-tr183_50,20261116,20261122,1,1,0,1,1,1,0
i-tr183_51,20261123,20261129,1,1,1,1,1,1,0
i-tr183_52,20261130,20261206,1,1,1,1,1,1,0
i-tr183_53,20261207,20261213,1,1,1,1,1,1,0
i-tr183_6,20260112,20260118,1,1,1,1,1,1,0
i-tr183_7,20260119,20260125,1,1,1,1,1,1,0
i-tr183_8,20260126,20260201,1,1,1,1,1,1,0
i-tr183_9,20260202,20260208,1,1,1,1,1,1,0
i-tr184_10,20260209,20260215,1,1,1,1,1,0,0
i-tr184_11,20260216,20260222,1,1,1,1,1,0,0
i-tr184_12,20260223,20260301,1,1,1,1,1,0,0
i-tr184_13,20260302,20260308,1,1,1,1,1,0,0
i-tr184_14,20260309,20260315,1,1,1,1,1,0,0
i-tr184_15,20260316,20260322,1,1,1,1,1,0,0
i-tr184_16,20260323,20260329,1,1,1,1,1,0,0
i-tr184_17,20260330,20260405,1,1,1,1,1,0,0
i-tr184_18,20260406,20260412,0,1,1,1,1,0,0
i-tr184_19,20260413,20260419,1,1,1,1,1,0,0
i-tr184_2,20251215,20251221,1,1,1,1,1,0,0
i-tr184_20,20260420,20260426,1,1,1,1,1,0,0
i-tr184_21,20260427,20260503,1,1,1,1,0,0,0
i-tr184_22,20260504,20260510,1,1,1,1,1,0,0
i-tr184_23,20260511,20260517,1,1,1,1,1,0,0
i-tr184_24,20260518,20260524,1,1,1,1,1,0,0
i-tr184_25,20260525,20260531,1,1,1,1,1,0,0
i-tr184_26,20260601,20260607,1,1,1,0,1,0,0
i-tr184_27,20260608,20260614,1,1,1,1,1,0,0
i-tr184_28,20260615,20260621,1,1,1,1,1,0,0
i-tr184_29,20260622,20260628,0,1,1,1,1,0,0
i-tr184_3,20251222,20251228,1,1,1,0,0,0,0
i-tr184_30,20260629,20260705,1,1,1,1,1,0,0
i-tr184_31,20260706,20260712,1,1,1,1,1,0,0
i-tr184_32,20260713,20260719,1,1,1,1,1,0,0
i-tr184_33,20260720,20260726,1,1,1,1,1,0,0
i-tr184_34,20260727,20260802,1,1,1,1,1,0,0
i-tr184_35,20260803,20260809,1,1,0,1,1,0,0
i-tr184_36,20260810,20260816,1,1,1,1,1,0,0
i-tr184_37,20260817,20260823,1,1,1,1,1,0,0
i-tr184_38,20260824,20260830,1,1,1,1,1,0,0
i-tr184_39,20260831,20260906,1,1,1,1,1,0,0
i-tr184_4,20251229,20260104,1,1,1,0,1,0,0
i-tr184_40,20260907,20260913,1,1,1,1,1,0,0
i-tr184_41,20260914,20260920,1,1,1,1,1,0,0
i-tr184_42,20260921,20260927,1,1,1,1,1,0,0
i-tr184_43,20260928,20261004,1,1,1,1,1,0,0
i-tr184_44,20261005,20261011,1,1,1,1,1,0,0
i-tr184_45,20261012,20261018,1,1,1,1,1,0,0
i-tr184_46,20261019,20261025,1,1,1,1,1,0,0
i-tr184_47,20261026,20261101,1,1,1,1,1,0,0
i-tr184_48,20261102,20261108,1,1,1,1,1,0,0
i-tr184_49,20261109,20261115,1,1,1,1,1,0,0
i-tr184_5,20260105,20260111,1,0,1,1,1,0,0
i-tr184_50,20261116,20261122,1,1,0,1,1,0,0
i-tr184_51,20261123,20261129,1,1,1,1,1,0,0
i-tr184_52,20261130,20261206,1,1,1,1,1,0,0
i-tr184_53,20261207,20261213,1,1,1,1,1,0,0
i-tr184_6,20260112,20260118,1,1,1,1,1,0,0
i-tr184_7,20260119,20260125,1,1,1,1,1,0,0
i-tr184_8,20260126,20260201,1,1,1,1,1,0,0
i-tr184_9,20260202,20260208,1,1,1,1,1,0,0
i-tr185_1,20251208,20251214,0,0,0,0,0,0,1
i-tr185_10,20260209,20260215,1,1,1,1,1,1,1
i-tr185_11,20260216,20260222,1,1,1,1,1,1,1
i-tr185_12,20260223,20260301,1,1,1,1,1,1,1
i-tr185_13,20260302,20260308,1,1,1,1,1,1,1
i-tr185_14,20260309,20260315,1,1,1,1,1,1,1
i-tr185_15,20260316,20260322,1,1,1,1,1,1,1
i-tr185_16,20260323,20260329,1,1,1,1,1,1,1
i-tr185_17,20260330,20260405,1,1,1,1,1,1,1
i-tr185_18,20260406,20260412,1,1,1,1,1,1,1
i-tr185_19,20260413,20260419,1,1,1,1,1,1,1
i-tr185_2,20251215,20251221,1,1,1,1,1,1,1
i-tr185_20,20260420,20260426,1,1,1,1,1,1,1
i-tr185_21,20260427,20260503,1,1,1,1,1,1,1
i-tr185_22,20260504,20260510,1,1,1,1,1,1,1
i-tr185_23,20260511,20260517,1,1,1,1,1,1,1
i-tr185_24,20260518,20260524,1,1,1,1,1,1,1
i-tr185_25,20260525,20260531,1,1,1,1,1,1,1
i-tr185_26,20260601,20260607,1,1,1,1,1,1,1
i-tr185_27,20260608,20260614,1,1,1,1,1,1,1
i-tr185_28,20260615,20260621,1,1,1,1,1,1,1
i-tr185_29,20260622,20260628,1,1,1,1,1,1,1
i-tr185_3,20251222,20251228,1,1,1,1,1,1,1
i-tr185_30,20260629,20260705,1,1,1,1,1,1,1
i-tr185_31,20260706,20260712,1,1,1,1,1,1,1
i-tr185_32,20260713,20260719,1,1,1,1,1,1,1
i-tr185_33,20260720,20260726,1,1,1,1,1,1,1
i-tr185_34,20260727,20260802,1,1,1,1,1,1,1
i-tr185_35,20260803,20260809,1,1,1,1,1,1,1
i-tr185_36,20260810,20260816,1,1,1,1,1,1,1
i-tr185_37,20260817,20260823,1,1,1,1,1,1,1
i-tr185_38,20260824,20260830,1,1,1,1,1,1,1
i-tr185_39,20260831,20260906,1,1,1,1,1,1,1
i-tr185_4,20251229,20260104,1,1,1,1,1,1,1
i-tr185_40,20260907,20260913,1,1,1,1,1,1,1
i-tr185_41,20260914,20260920,1,1,1,1,1,1,1
i-tr185_42,20260921,20260927,1,1,1,1,1,1,1
i-tr185_43,20260928,20261004,1,1,1,1,1,1,1
i-tr185_44,20261005,20261011,1,1,1,1,1,1,1
i-tr185_45,20261012,20261018,1,1,1,1,1,1,1
i-tr185_46,20261019,20261025,1,1,1,1,1,1,1
i-tr185_47,20261026,20261101,1,1,1,1,1,1,1
i-tr185_48,20261102,20261108,1,1,1,1,1,1,1
i-tr185_49,20261109,20261115,1,1,1,1,1,1,1
i-tr185_5,20260105,20260111,1,1,1,1,1,1,1
i-tr185_50,20261116,20261122,1,1,1,1,1,1,1
i-tr185_51,20261123,20261129,1,1,1,1,1,1,1
i-tr185_52,20261130,20261206,1,1,1,1,1,1,1
i-tr185_53,20261207,20261213,1,1,1,1,1,1,0
i-tr185_6,20260112,20260118,1,1,1,1,1,1,1
i-tr185_7,20260119,20260125,1,1,1,1,1,1,1
i-tr185_8,20260126,20260201,1,1,1,1,1,1,1
i-tr185_9,20260202,20260208,1,1,1,1,1,1,1
i-tr186_1,20251208,20251214,0,0,0,0,0,0,1
i-tr186_10,20260209,20260215,1,1,1,1,1,1,1
i-tr186_11,20260216,20260222,1,1,1,1,1,1,1
i-tr186_12,20260223,20260301,1,1,1,1,1,1,1
i-tr186_13,20260302,20260308,1,1,1,1,1,1,1
i-tr186_14,20260309,20260315,1,1,1,1,1,1,1
i-tr186_15,20260316,20260322,1,1,1,1,1,1,1
i-tr186_16,20260323,20260329,1,1,1,1,1,1,1
i-tr186_17,20260330,20260405,1,1,1,1,1,1,1
i-tr186_18,20260406,20260412,1,1,1,1,1,1,1
i-tr186_19,20260413,20260419,1,1,1,1,1,1,1
i-tr186_2,20251215,20251221,1,1,1,1,1,1,1
i-tr186_20,20260420,20260426,1,1,1,1,1,1,1
i-tr186_21,20260427,20260503,1,1,1,1,1,1,1
i-tr186_22,20260504,20260510,1,1,1,1,1,1,1
i-tr186_23,20260511,20260517,1,1,1,1,1,1,1
i-tr186_24,20260518,20260524,1,1,1,1,1,1,1
i-tr186_25,20260525,20260531,1,1,1,1,1,1,1
i-tr186_26,20260601,20260607,1,1,1,1,1,1,1
i-tr186_27,20260608,20260614,1,1,1,1,1,1,1
i-tr186_28,20260615,20260621,1,1,1,1,1,1,1
i-tr186_29,20260622,20260628,1,1,1,1,1,1,1
i-tr186_3,20251222,20251228,1,1,1,1,1,1,1
i-tr186_30,20260629,20260705,1,1,1,1,1,1,1
i-tr186_31,20260706,20260712,1,1,1,1,1,1,1
i-tr186_32,20260713,20260719,1,1,1,1,1,1,1
i-tr186_33,20260720,20260726,1,1,1,1,1,1,1
i-tr186_34,20260727,20260802,1,1,1,1,1,1,1
i-tr186_35,20260803,20260809,1,1,1,1,1,1,1
i-tr186_36,20260810,20260816,1,1,1,1,1,1,1
i-tr186_37,20260817,20260823,1,1,1,1,1,1,1
i-tr186_38,20260824,20260830,1,1,1,1,1,1,1
i-tr186_39,20260831,20260906,1,1,1,1,1,1,1
i-tr186_4,20251229,20260104,1,1,1,1,1,1,1
i-tr186_40,20260907,20260913,1,1,1,1,1,1,1
i-tr186_41,20260914,20260920,1,1,1,1,1,1,1
i-tr186_42,20260921,20260927,1,1,1,1,1,1,1
i-tr186_43,20260928,20261004,1,1,1,1,1,1,1
i-tr186_44,20261005,20261011,1,1,1,1,1,1,1
i-tr186_45,20261012,20261018,1,1,1,1,1,1,1
i-tr186_46,20261019,20261025,1,1,1,1,1,1,1
i-tr186_47,20261026,20261101,1,1,1,1,1,1,1
i-tr186_48,20261102,20261108,1,1,1,1,1,1,1
i-tr186_49,20261109,20261115,1,1,1,1,1,1,1
i-tr186_5,20260105,20260111,1,1,1,1,1,1,1
i-tr186_50,20261116,20261122,1,1,1,1,1,1,1
i-tr186_51,20261123,20261129,1,1,1,1,1,1,1
i-tr186_52,20261130,20261206,1,1,1,1,1,1,1
i-tr186_53,20261207,20261213,1,1,1,1,1,1,0
i-tr186_6,20260112,20260118,1,1,1,1,1,1,1
i-tr186_7,20260119,20260125,1,1,1,1,1,1,1
i-tr186_8,20260126,20260201,1,1,1,1,1,1,1
i-tr186_9,20260202,20260208,1,1,1,1,1,1,1
i-tr187_1,20251208,20251214,0,0,0,0,0,0,1
i-tr187_10,20260209,20260215,1,1,1,1,1,1,1
i-tr187_11,20260216,20260222,1,1,1,1,1,1,1
i-tr187_12,20260223,20260301,1,1,1,1,1,1,1
i-tr187_13,20260302,20260308,1,1,1,1,1,1,1
i-tr187_14,20260309,20260315,1,1,1,1,1,1,1
i-tr187_15,20260316,20260322,1,1,1,1,1,1,1
i-tr187_16,20260323,20260329,1,1,1,1,1,1,1
i-tr187_17,20260330,20260405,1,1,1,1,1,1,1
i-tr187_18,20260406,20260412,1,1,1,1,1,1,1
i-tr187_19,20260413,20260419,1,1,1,1,1,1,1
i-tr187_2,20251215,20251221,1,1,1,1,1,1,1
i-tr187_20,20260420,20260426,1,1,1,1,1,1,1
i-tr187_21,20260427,20260503,1,1,1,1,1,1,1
i-tr187_22,20260504,20260510,1,1,1,1,1,1,1
i-tr187_23,20260511,20260517,1,1,1,1,1,1,1
i-tr187_24,20260518,20260524,1,1,1,1,1,1,1
i-tr187_25,20260525,20260531,1,1,1,1,1,1,1
i-tr187_26,20260601,20260607,1,1,1,1,1,1,1
i-tr187_27,20260608,20260614,1,1,1,1,1,1,1
i-tr187_28,20260615,20260621,1,1,1,1,1,1,1
i-tr187_29,20260622,20260628,1,1,1,1,1,1,1
i-tr187_3,20251222,20251228,1,1,1,1,1,1,1
i-tr187_30,20260629,20260705,1,1,1,1,1,1,1
i-tr187_31,20260706,20260712,1,1,1,1,1,1,1
i-tr187_32,20260713,20260719,1,1,1,1,1,1,1
i-tr187_33,20260720,20260726,1,1,1,1,1,1,1
i-tr187_34,20260727,20260802,1,1,1,1,1,1,1
i-tr187_35,20260803,20260809,1,1,1,1,1,1,1
i-tr187_36,20260810,20260816,1,1,1,1,1,1,1
i-tr187_37,20260817,20260823,1,1,1,1,1,1,1
i-tr187_38,20260824,20260830,1,1,1,1,1,1,1
i-tr187_39,20260831,20260906,1,1,1,1,1,1,1
i-tr187_4,20251229,20260104,1,1,1,1,1,1,1
i-tr187_40,20260907,20260913,1,1,1,1,1,1,1
i-tr187_41,20260914,20260920,1,1,1,1,1,1,1
i-tr187_42,20260921,20260927,1,1,1,1,1,1,1
i-tr187_43,20260928,20261004,1,1,1,1,1,1,1
i-tr187_44,20261005,20261011,1,1,1,1,1,1,1
i-tr187_45,20261012,20261018,1,1,1,1,1,1,1
i-tr187_46,20261019,20261025,1,1,1,1,1,1,1
i-tr187_47,20261026,20261101,1,1,1,1,1,1,1
i-tr187_48,20261102,20261108,1,1,1,1,1,1,1
i-tr187_49,20261109,20261115,1,1,1,1,1,1,1
i-tr187_5,20260105,20260111,1,1,1,1,1,1,1
i-tr187_50,20261116,20261122,1,1,1,1,1,1,1
i-tr187_51,20261123,20261129,1,1,1,1,1,1,1
i-tr187_52,20261130,20261206,1,1,1,1,1,1,1
i-tr187_53,20261207,20261213,1,1,1,1,1,1,0
i-tr187_6,20260112,20260118,1,1,1,1,1,1,1
i-tr187_7,20260119,20260125,1,1,1,1,1,1,1
i-tr187_8,20260126,20260201,1,1,1,1,1,1,1
i-tr187_9,20260202,20260208,1,1,1,1,1,1,1
i-tr188_1,20251208,20251214,0,0,0,0,0,0,1
i-tr188_10,20260209,20260215,1,1,1,1,1,1,1
i-tr188_11,20260216,20260222,1,1,1,1,1,1,1
i-tr188_12,20260223,20260301,1,1,1,1,1,1,1
i-tr188_13,20260302,20260308,1,1,1,1,1,1,1
i-tr188_14,20260309,20260315,1,1,1,1,1,1,1
i-tr188_15,20260316,20260322,1,1,1,1,1,1,1
i-tr188_16,20260323,20260329,1,1,1,1,1,1,1
i-tr188_17,20260330,20260405,1,1,1,1,1,1,1
i-tr188_18,20260406,20260412,1,1,1,1,1,1,1
i-tr188_19,20260413,20260419,1,1,1,1,1,1,1
i-tr188_2,20251215,20251221,1,1,1,1,1,1,1
i-tr188_20,20260420,20260426,1,1,1,1,1,1,1
i-tr188_21,20260427,20260503,1,1,1,1,1,1,1
i-tr188_22,20260504,20260510,1,1,1,1,1,1,1
i-tr188_23,20260511,20260517,1,1,1,1,1,1,1
i-tr188_24,20260518,20260524,1,1,1,1,1,1,1
i-tr188_25,20260525,20260531,1,1,1,1,1,1,1
i-tr188_26,20260601,20260607,1,1,1,1,1,1,1
i-tr188_27,20260608,20260614,1,1,1,1,1,1,1
i-tr188_28,20260615,20260621,1,1,1,1,1,1,1
i-tr188_29,20260622,20260628,1,1,1,1,1,0,0
i-tr188_3,20251222,20251228,1,1,1,1,1,1,1
i-tr188_38,20260824,20260830,0,0,0,0,0,1,1
i-tr188_39,20260831,20260906,1,1,1,1,1,1,1
i-tr188_4,20251229,20260104,1,1,1,1,1,1,1
i-tr188_40,20260907,20260913,1,1,1,1,1,1,1
i-tr188_41,20260914,20260920,1,1,1,1,1,1,1
i-tr188_42,20260921,20260927,1,1,1,1,1,1,1
i-tr188_43,20260928,20261004,1,1,1,1,1,1,1
i-tr188_44,20261005,20261011,1,1,1,1,1,1,1
i-tr188_45,20261012,20261018,1,1,1,1,1,1,1
i-tr188_46,20261019,20261025,1,1,1,1,1,1,1
i-tr188_47,20261026,20261101,1,1,1,1,1,1,1
i-tr188_48,20261102,20261108,1,1,1,1,1,1,1
i-tr188_49,20261109,20261115,1,1,1,1,1,1,1
i-tr188_5,20260105,20260111,1,1,1,1,1,1,1
i-tr188_50,20261116,20261122,1,1,1,1,1,1,1
i-tr188_51,20261123,20261129,1,1,1,1,1,1,1
i-tr188_52,20261130,20261206,1,1,1,1,1,1,1
i-tr188_53,20261207,20261213,1,1,1,1,1,1,0
i-tr188_6,20260112,20260118,1,1,1,1,1,1,1
i-tr188_7,20260119,20260125,1,1,1,1,1,1,1
i-tr188_8,20260126,20260201,1,1,1,1,1,1,1
i-tr188_9,20260202,20260208,1,1,1,1,1,1,1
i-tr189_1,20251208,20251214,0,0,0,0,0,0,1
i-tr189_10,20260209,20260215,0,0,0,0,0,1,1
i-tr189_11,20260216,20260222,0,0,0,0,0,1,1
i-tr189_12,20260223,20260301,0,0,0,0,0,1,1
i-tr189_13,20260302,20260308,0,0,0,0,0,1,1
i-tr189_14,20260309,20260315,0,0,0,0,0,1,1
i-tr189_15,20260316,20260322,0,0,0,0,0,1,1
i-tr189_16,20260323,20260329,0,0,0,0,0,1,1
i-tr189_17,20260330,20260405,0,0,0,0,0,1,1
i-tr189_18,20260406,20260412,0,0,0,0,0,1,1
i-tr189_19,20260413,20260419,0,0,0,0,0,1,1
i-tr189_2,20251215,20251221,0,0,0,0,0,1,1
i-tr189_20,20260420,20260426,0,0,0,0,0,1,1
i-tr189_21,20260427,20260503,0,0,0,0,0,1,1
i-tr189_22,20260504,20260510,0,0,0,0,0,1,1
i-tr189_23,20260511,20260517,0,0,0,0,0,1,1
i-tr189_24,20260518,20260524,0,0,0,0,0,1,1
i-tr189_25,20260525,20260531,0,0,0,0,0,1,1
i-tr189_26,20260601,20260607,0,0,0,0,0,1,1
i-tr189_27,20260608,20260614,0,0,0,0,0,1,1
i-tr189_28,20260615,20260621,0,0,0,0,0,1,1
i-tr189_29,20260622,20260628,0,0,0,0,0,1,1
i-tr189_3,20251222,20251228,0,0,0,0,0,1,1
i-tr189_4,20251229,20260104,0,0,0,0,0,1,1
i-tr189_5,20260105,20260111,0,0,0,0,0,1,1
i-tr189_6,20260112,20260118,0,0,0,0,0,1,1
i-tr189_7,20260119,20260125,0,0,0,0,0,1,1
i-tr189_8,20260126,20260201,0,0,0,0,0,1,1
i-tr189_9,20260202,20260208,0,0,0,0,0,1,1
i-tr190_1,20251208,20251214,0,0,0,0,0,0,1
i-tr190_10,20260209,20260215,0,0,0,0,0,1,1
i-tr190_11,20260216,20260222,0,0,0,0,0,1,1
i-tr190_12,20260223,20260301,0,0,0,0,0,1,1
i-tr190_13,20260302,20260308,0,0,0,0,0,1,1
i-tr190_14,20260309,20260315,0,0,0,0,0,1,1
i-tr190_15,20260316,20260322,0,0,0,0,0,1,1
i-tr190_16,20260323,20260329,0,0,0,0,0,1,1
i-tr190_17,20260330,20260405,0,0,0,0,0,1,1
i-tr190_18,20260406,20260412,0,0,0,0,0,1,1
i-tr190_19,20260413,20260419,0,0,0,0,0,1,1
i-tr190_2,20251215,20251221,0,0,0,0,0,1,1
i-tr190_20,20260420,20260426,0,0,0,0,0,1,1
i-tr190_21,20260427,20260503,0,0,0,0,0,1,1
i-tr190_22,20260504,20260510,0,0,0,0,0,1,1
i-tr190_23,20260511,20260517,0,0,0,0,0,1,1
i-tr190_24,20260518,20260524,0,0,0,0,0,1,1
i-tr190_25,20260525,20260531,0,0,0,0,0,1,1
i-tr190_26,20260601,20260607,0,0,0,0,0,1,1
i-tr190_27,20260608,20260614,0,0,0,0,0,1,1
i-tr190_28,20260615,20260621,0,0,0,0,0,1,1
i-tr190_29,20260622,20260628,0,0,0,0,0,1,1
i-tr190_3,20251222,20251228,0,0,0,0,0,1,1
i-tr190_4,20251229,20260104,0,0,0,0,0,1,1
i-tr190_5,20260105,20260111,0,0,0,0,0,1,1
i-tr190_6,20260112,20260118,0,0,0,0,0,1,1
i-tr190_7,20260119,20260125,0,0,0,0,0,1,1
i-tr190_8,20260126,20260201,0,0,0,0,0,1,1
i-tr190_9,20260202,20260208,0,0,0,0,0,1,1
i-tr191_1,20251208,20251214,0,0,0,0,0,0,1
i-tr191_10,20260209,20260215,1,1,1,1,1,1,1
i-tr191_11,20260216,20260222,1,1,1,1,1,1,1
i-tr191_12,20260223,20260301,1,1,1,1,1,1,1
i-tr191_13,20260302,20260308,1,1,1,1,1,1,1
i-tr191_14,20260309,20260315,1,1,1,1,1,1,1
i-tr191_15,20260316,20260322,1,1,1,1,1,1,1
i-tr191_16,20260323,20260329,1,1,1,1,1,1,1
i-tr191_17,20260330,20260405,1,1,1,1,1,1,1
i-tr191_18,20260406,20260412,1,1,1,1,1,1,1
i-tr191_19,20260413,20260419,1,1,1,1,1,1,1
i-tr191_2,20251215,20251221,1,1,1,1,1,1,1
i-tr191_20,20260420,20260426,1,1,1,1,1,1,1
i-tr191_21,20260427,20260503,1,1,1,1,1,1,1
i-tr191_22,20260504,20260510,1,1,1,1,1,1,1
i-tr191_23,20260511,20260517,1,1,1,1,1,1,1
i-tr191_24,20260518,20260524,1,1,1,1,1,1,1
i-tr191_25,20260525,20260531,1,1,1,1,1,1,1
i-tr191_26,20260601,20260607,1,1,1,1,1,1,1
i-tr191_27,20260608,20260614,1,1,1,1,1,1,1
i-tr191_28,20260615,20260621,1,1,1,1,1,1,1
i-tr191_29,20260622,20260628,1,1,1,1,1,1,1
i-tr191_3,20251222,20251228,1,1,1,1,1,1,1
i-tr191_30,20260629,20260705,1,1,1,1,1,1,1
i-tr191_31,20260706,20260712,1,1,1,1,1,1,1
i-tr191_32,20260713,20260719,1,1,1,1,1,1,1
i-tr191_33,20260720,20260726,1,1,1,1,1,1,1
i-tr191_34,20260727,20260802,1,1,1,1,1,1,1
i-tr191_35,20260803,20260809,1,1,1,1,1,1,1
i-tr191_36,20260810,20260816,1,1,1,1,1,1,1
i-tr191_37,20260817,20260823,1,1,1,1,1,1,1
i-tr191_38,20260824,20260830,1,1,1,1,1,1,1
i-tr191_39,20260831,20260906,1,1,1,1,1,1,1
i-tr191_4,20251229,20260104,1,1,1,1,1,1,1
i-tr191_40,20260907,20260913,1,1,1,1,1,1,1
i-tr191_41,20260914,20260920,1,1,1,1,1,1,1
i-tr191_42,20260921,20260927,1,1,1,1,1,1,1
i-tr191_43,20260928,20261004,1,1,1,1,1,1,1
i-tr191_44,20261005,20261011,1,1,1,1,1,1,1
i-tr191_45,20261012,20261018,1,1,1,1,1,1,1
i-tr191_46,20261019,20261025,1,1,1,1,1,1,1
i-tr191_47,20261026,20261101,1,1,1,1,1,1,1
i-tr191_48,20261102,20261108,1,1,1,1,1,1,1
i-tr191_49,20261109,20261115,1,1,1,1,1,1,1
i-tr191_5,20260105,20260111,1,1,1,1,1,1,1
i-tr191_50,20261116,20261122,1,1,1,1,1,1,1
i-tr191_51,20261123,20261129,1,1,1,1,1,1,1
i-tr191_52,20261130,20261206,1,1,1,1,1,1,1
i-tr191_53,20261207,20261213,1,1,1,1,1,1,0
i-tr191_6,20260112,20260118,1,1,1,1,1,1,1
i-tr191_7,20260119,20260125,1,1,1,1,1,1,1
i-tr191_8,20260126,20260201,1,1,1,1,1,1,1
i-tr191_9,20260202,20260208,1,1,1,1,1,1,1
i-tr192_10,20260209,20260215,1,1,1,1,1,0,0
i-tr192_11,20260216,20260222,1,1,1,1,1,0,0
i-tr192_12,20260223,20260301,1,1,1,1,1,0,0
i-tr192_13,20260302,20260308,1,1,1,1,1,0,0
i-tr192_14,20260309,20260315,1,1,1,1,1,0,0
i-tr192_15,20260316,20260322,1,1,1,1,1,0,0
i-tr192_16,20260323,20260329,1,1,1,1,1,0,0
i-tr192_17,20260330,20260405,1,1,1,1,1,0,0
i-tr192_18,20260406,20260412,0,1,1,1,1,0,0
i-tr192_19,20260413,20260419,1,1,1,1,1,0,0
i-tr192_2,20251215,20251221,1,1,1,1,1,0,0
i-tr192_20,20260420,20260426,1,1,1,1,1,0,0
i-tr192_21,20260427,20260503,1,1,1,1,0,0,0
i-tr192_22,20260504,20260510,1,1,1,1,1,0,0
